"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Bra this is soooooo hilarious 😂😭😂😭","7","0","2026-03-02T05:25:28.000Z","alyssakrazigirl","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7205961678981940267","7612524999631176462","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7b16b2b9e22879f66eb3817f054a6bef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=33b573c3&x-expires=1778400000&x-signature=Qcj57BfX09saehdJJK0Xo0A1upA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"they are so funny 🤣🤣🤣🤣 their facial expression","6","0","2026-03-02T06:50:42.000Z","burgeronduhbeattt","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6996166223286092801","7612547052626658069","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/68d65ddea972f42c7c4a4bc7eac14dff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c2125bb&x-expires=1778400000&x-signature=Gfi5Fw0lws39Yn5d%2B2nCwdM6tiI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"So this is why the drive thru is always backed up.","7","0","2026-03-02T04:53:13.000Z","thecobble","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6747471327559926789","7612516635471659789","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a6b9e9bfd056a21775274f36f46dbb70~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aa71ee2b&x-expires=1778400000&x-signature=ODwikKxKiG0Vp1XHaLKK9W0JAxY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bro lowkey sound like Karl Anthony Towns","8","0","2026-03-01T23:58:48.000Z","theadamsplanet","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7302649408026051630","7612440870663930655","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2093bc146a3bfd775452dd503687668c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7c6a0dce&x-expires=1778400000&x-signature=RH7QGfsYAqvectTmYSve9ilQCik%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"See now I wonder if people that come into my work complaing about stuff like this do they just do it themselves to get a free meal 😭","6","0","2026-03-02T05:25:12.000Z","austinswife63","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7163437266141316142","7612524939820319502","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b958b2ce907737444d96524ecd195905~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d973f6d2&x-expires=1778400000&x-signature=OslZ6I7H8XZ1gElCn3Vk8HSvBkg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"it's funny till someone's losses their job.. min wage & stress is exhausting as it is.","10","0","2026-03-02T07:27:56.000Z","karlamoonx","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6544163111481180165","7612556624155493138","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/555f8698015abed43b721994bd304a8a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15b659a0&x-expires=1778400000&x-signature=6SuTshBUvqFnwZcmrQNxmp732Ts%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"HAHAHAHAHAHAH 😭😭😭","6","0","2026-03-02T09:34:30.000Z","kasihroslii","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6538380713141682178","7612589237025030920","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d7598d37831e830ae0358a661fd2a7a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=da154d1c&x-expires=1778400000&x-signature=0vNXoU7bG7GHXc53P0DtaVI4og0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"O ntja abuti 😒","6","0","2026-03-02T06:55:31.000Z","karabohlahane","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7217482752588661766","7612548278212133640","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2f1cec60ac1e3a6308d6f90613e92a64~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=da6bc89d&x-expires=1778400000&x-signature=YTK6rNMusnzhFgZ0bPXOrm%2BKxSg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I could never do this with a straight face 😭","8","0","2026-03-02T02:58:06.000Z","monkeykid_vr","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7269028151572120581","7612487107331982100","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bd6b3ebd08f0bd6938f2dbaa2c72ed23~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7824928&x-expires=1778400000&x-signature=kYIm7olLUx2G7pfbPzQ%2F%2B1IGjT0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I actually LOL 😆","7","0","2026-03-02T00:11:12.000Z","_annadamian_","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6550728038764838913","7612444054353363743","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ec06276819da77f74bcda4a002ff58db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2720dba&x-expires=1778400000&x-signature=2rb8vZ%2BztRWuS2BuUJJt750PRNs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"The point was?","7","0","2026-03-02T01:28:52.000Z","nicholasabartole","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7583433057697711117","7612464024559829791","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4a22a104a61f5214cdb4b5d4ad332056~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd716615&x-expires=1778400000&x-signature=NB11Dz25cHMJ5VkX%2FPzLRs4prfU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I would’ve said you went to the other one","7","0","2026-03-02T04:31:55.000Z","kuulilly","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6545226037684305926","7612511143266157342","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b14d731aa440aedbaeec2a5b2bcdaaf7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e19f3fec&x-expires=1778400000&x-signature=8g5%2F4vqbOlBI0TpXQWHeeoJYVQ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Waittt till u stroll upon one where there is only 2 employees working or 1,,,, the outcome im waiting 2 see","6","0","2026-03-02T03:46:01.000Z","memebby40","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6807551380129481734","7612499419875246862","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/89cbb21f7cce2a2a64cb0aab7cacc7fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f130508f&x-expires=1778400000&x-signature=dMsHrfGk7O7%2Bmyeqyec3vCkGk3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"the salary of the person who prepped those are gonna get deducted btw","7","0","2026-03-02T07:12:11.000Z","cj.gsf6","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7242979383399760902","7612552586286007047","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/bf49c36c16d517ed572a3e83a7f3e8a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d6ef091a&x-expires=1778400000&x-signature=pyUkKnPlOoJRyoMAyBCmLBvky5Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"They have cameras in and out of every McDonald’s so nobody getting fired","7","0","2026-03-02T04:52:08.000Z","ty4j_","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6733044430964917254","7612516509021225746","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/99d7f279caf7cc120c9e52c6995404e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=637a3249&x-expires=1778400000&x-signature=43d3srThQXi3GvySgrQNhRqov0Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"😂😂😂😂😂😂😂😂😂 second was flabbergasted","8","0","2026-03-02T04:42:01.000Z","star05433","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6938635637872477190","7612513816421499678","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/4ad7182de8e6cc67e5ffba31bf9c2385~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7dcfeadd&x-expires=1778400000&x-signature=I3vKAy7ilRCgY7eBji9tu25YLPM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"😂😂😂😂😂😂😂 Yooooo I’m doing this","7","0","2026-03-02T04:26:31.000Z","brysabishop01","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7163328797226632235","7612509837692732191","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/36aa4665d675aa8798ae9755c5c09c4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d8b5cf9e&x-expires=1778400000&x-signature=0cFSQYmpPQqcR2O5bDWJLTCTo%2Fg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"They have cameras where the orator the food people calm down lol","6","0","2026-03-02T04:15:16.000Z","lul14626","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7461965795947955233","7612506675015582486","https://p16-common-sign.tiktokcdn-eu.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2db80442&x-expires=1778400000&x-signature=%2FszLXY3LNzbc1pS1R7a5jdcoKxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"I was waiting for someone to ask “who did this”🤣","8","0","2026-03-02T03:44:44.000Z","skylalylah","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7313000743010468906","7612499080065893151","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/3e3049cef3bb3ccb1eb3f8e3a0046007~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=58f280fe&x-expires=1778400000&x-signature=xGNYX6DO8tpdstT1if%2BfLag7G%2BA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Was the first one Freddy Sanchez","7","0","2026-03-02T02:09:18.000Z","splitmyself","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7238796885394048046","7612474496091521822","https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/89b1b4c14217f29ef012f49eda1b6f8d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8fc6bef3&x-expires=1778400000&x-signature=0FEZmUY%2FobP1DnmWAN%2B8xIvDrD8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Ur my hero now 😂, try Taco Bell","7","0","2026-03-01T22:29:16.000Z","jorgezamora5315","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7079287164555002923","7612417721704088333","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/2acecd49c4c90ab885dd273e05d4a604~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6ea52c98&x-expires=1778400000&x-signature=f8orw17PvalKRLXbU2QfxiSSEhU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Good. McDonalds shouldn’t be that expensive anyways","7","0","2026-03-01T20:27:17.000Z","projectinkdesignco","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","120507673095163904","7612386377737175839","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/9a4a776fe07031aeb2b57e46101f2f3e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=50a5f1f8&x-expires=1778400000&x-signature=xRLo8PGf%2BbVDFCTJdCb07qY7h1A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"I love the way they show their responsibility no much asking and concern u","7","0","2026-03-02T08:45:00.000Z","iamxiumei","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6596531693959790594","7612576502186754836","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/aa8224ce52333dfebb988eb49928125f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ee957c0d&x-expires=1778400000&x-signature=kuUU8D6k2x%2Fgeao8VECGPtzAE%2B8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yo the last one is the mcds at 92 😭🙏🏽","6","0","2026-03-02T04:23:58.000Z","gerarsinho","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7147509341510976554","7612509089298416398","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e9f0befdce7c727dc79c9148fbee5801~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=35c1d419&x-expires=1778400000&x-signature=HEShYQfHhT8lK8hYZdd4UEpQaEw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"So complaining is a prank now?","12","0","2026-03-02T08:32:59.000Z","grayy9000","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7150306312994554886","7612572944560046868","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6a5b32b11978347ffc9f394cb1c733bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ee4c7763&x-expires=1778400000&x-signature=%2F1FQQMVjYyeBEJEdouCn1aWb9FU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"they don't recognize this same person over and over again who's complaining?!","15","0","2026-03-02T07:29:38.000Z","chua_matt_e05","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7068614301313811457","7612557070566933268","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/05474c4853e6e4187be3d786ce2db572~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5f320a45&x-expires=1778400000&x-signature=nShfMIY3uIxlO3Vr7FNC%2FEfY0%2Fg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bro's doing it for the love of the game 😭","8","0","2026-03-02T06:15:29.000Z","uglywoodenpotato","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6806104002137801729","7612537973376418580","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7328223376621699073~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=be58453a&x-expires=1778400000&x-signature=8m5xof1j%2F7Ix2Ve0TAUDoELzyP0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"wasting fooood","9","0","2026-03-02T00:19:45.000Z","itricksta","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6805249392346694661","7612446260327465759","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7331951564867895302~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a4cdc71&x-expires=1778400000&x-signature=5Z79uxlWVqMvyXAS%2BYzdoMgP2TM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"this guy","8","0","2026-03-02T00:41:01.000Z","ernestmungia","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7192544417023673390","7612451769205293855","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a7d7e21f62de452bace77e88e2455ef8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fdb97199&x-expires=1778400000&x-signature=eARA%2BR0vuQ35vXycPa%2BKWqiATc8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bro, that’s not a good you know if you make this they’re gonna fire the who the cooking dip chicken sandwich they’re gonna fire him","23","3","2026-03-01T21:28:36.000Z","_cls_63_1","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7450029691945632811","7612402156558041886","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/791d9abe51cd5e9318cc55d1b7dc7637~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=125a5148&x-expires=1778400000&x-signature=r%2BzZXAkcJ5cBy4IxCtHtS92PHGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"i ordered hungry jacks on the app. i pressed one extra pickle. I couldn’t eat my burger because it was all pickles. I didn’t go back i tried to eat it","37","4","2026-03-02T05:17:28.000Z","alyssak_1","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6587955838039146501","7612522995405341461","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cb8a841ff39a205e1d4e787870631f09~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8968cd4e&x-expires=1778400000&x-signature=w4uEfjhXK1AWISq3K%2FpB85RBGj4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Yooo I just got free McDonald for one month wwwww","43","0","2026-03-01T11:43:49.000Z","ahmaad67824","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7601754082621588494","7612251066348241694","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/07eb9e6cce42811a67598c222bf1bceb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d1970a67&x-expires=1778400000&x-signature=4XItZdlDBE5P4DWZlwnY3PhQgnc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Me watching this a day after my cousin showed me what he does and it’s crazy 😭😅","7","0","2026-03-02T01:06:25.000Z","mari_bel.q","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6763917681592353798","7612458295765418782","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2af5168453d5d335e2fa8477f0d180e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04661f9d&x-expires=1778400000&x-signature=5%2BfVtB30L3aUKO%2FevVu9amFWAD4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"What is the point","15","1","2026-03-02T00:14:37.000Z","james.fleischmann4","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7537474398401643534","7612444925817209630","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/215bd2049489a65237e1eb4bcadd3550~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1bfa61f0&x-expires=1778400000&x-signature=SQtsJ%2BZZniIR%2Bb5QZiRhmxB5eag%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ommg in the mcchicken one that used to be my manager!!!","6","0","2026-03-02T00:03:08.000Z","alejakei3","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7002715586103493637","7612441922120696589","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/654bf5d6b833d523766239178958632f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3aea0c19&x-expires=1778400000&x-signature=wNgpUgw2Ut8XtHzI5fD5wT1u8uo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Are we not talking about the lady that don’t even work there and just walked out with a container of nuggets at the end","33","2","2026-03-02T01:59:05.000Z","jakaylahbrooks","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7612265339666465806","7612471840111575839","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b4dba82136c32050c6d38d3187880c4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56306dde&x-expires=1778400000&x-signature=K1ORZvFWA1KF1PEkj50xv10iFgc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"This is actually sooo funny!!!!!","7","0","2026-03-02T08:03:51.000Z","shaylouisef","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6807983604146160646","7612565906162107144","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6c118127cf1081979a4bd65af6b2a8d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6147519c&x-expires=1778400000&x-signature=znrRBjWWu%2Bl9Z%2BCtWzwwJeVNyM4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sana mapansin to ni mcdonald yung nag wwork ng maayos. matatanggal ng dahil sau","6","0","2026-03-02T08:03:27.000Z","jazen662","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7457100382402429972","7612565788167570197","https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=51e560f8&x-expires=1778400000&x-signature=tJGsdUWlA4X1LwIuLKg2wzgEJLg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"“Who did this”","6","0","2026-03-02T05:18:29.000Z","laurenlcreates","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6932770426138756102","7612523071954977550","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c086d7199eb5e3987d03a63dd3846795~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f841700f&x-expires=1778400000&x-signature=IkifXVGz2SYn%2BLZdebAF3uZU0aw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"I'm dying 😂😂😂","13","0","2026-03-01T10:41:30.000Z","caedyn72","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7602875043823109133","7612234908455518990","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8fdbfcfd89fa4ad39c74f42dc6d2122b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6ad5d22&x-expires=1778400000&x-signature=tWgE4sm6Zv5VYweduUIRPVZpTzM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Chat is this the method???","6","0","2026-03-02T05:05:31.000Z","logicalfuture9","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6841196807799768069","7612519890041307934","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d318d1d4f07a39569c91d3006e8cc7f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a590d95e&x-expires=1778400000&x-signature=Mduj4y2jxW4TDfIh6IaANQVr%2FpY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"I think extra cheese was best reaction","10","0","2026-03-02T04:51:03.000Z","donn.exe_0719","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7159784767642027051","7612516138023764750","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/220e2ef163880b79efdd4c4c7a9bd5f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c9ae8f4&x-expires=1778400000&x-signature=isAGyG3y%2B35pbMuJerQnSIIDm5c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"when you're bored and rich","20","0","2026-03-02T07:53:06.000Z","veevillamater","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6956400635412562945","7612563129667240712","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f1ad6e94ff9abf23aaca58dab9ca387e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a4486f5&x-expires=1778400000&x-signature=OW9Rog66rKUS1ZxaYCj7SXY%2FheQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"I feel bad for the employees.","4","0","2026-05-05T18:58:34.000Z","rodrguezkatha","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6599732540105654277","7636484051329712914","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7325973329335025670~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f6fa1aed&x-expires=1778400000&x-signature=u8oT45gy30srAnBTuPgnUVjl3EQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"SEE MY REPOSTT","0","0","2026-05-06T19:38:29.000Z","phu_bxboon","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6576949901653196801","7636865418400989973","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a86ca6b6b2690a3d1c4769eba73adf12~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62c7e78d&x-expires=1778400000&x-signature=JCE6J2Gv8dRMwDA3cXQIuNvClH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Omg lmao there face reactions are so funny","6","0","2026-03-02T05:14:11.000Z","digital_diamond_empress","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7591350389834236941","7612521989853414158","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/31c0300ae91e884a7203b0ea82043023~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ca265fca&x-expires=1778400000&x-signature=ip8TQGKojGZhBEQeAYdejO6cg9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"thank you so much... sir ?? 😂","6","0","2026-03-02T03:13:41.000Z","magellaniccccc","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6726320724804617222","7612491069024650001","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/c4a8935d402a5272f5af526c47c718f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ce10506f&x-expires=1778400000&x-signature=NL30WurmsmLhvLFgBfPAB6zvwHU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"who did this bro WHO DID YOUR HAIR 🙏","6","0","2026-03-02T01:13:42.000Z","rjfuller59","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7553484445438051383","7612460185920111391","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/da7ed27b73f9dc515a2468ace4ea7f97~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f95ec722&x-expires=1778400000&x-signature=bnvowJYmeOVnxdrdQWveLhDxtao%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"[Sticker] me when I was free food","16","0","2026-03-01T21:19:31.000Z","sandra.vargas_ot4ot8","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7525528365999424543","7612399740600697614","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/e32f6b4b77006912697ba1f53010924c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ccaaee59&x-expires=1778400000&x-signature=3DJFfKQgqRBz%2BCT0Bm2pkQ4RzIc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
